2019-04-20 22:43:24,786 : Key.backspace
2019-04-20 22:43:24,990 : Key.backspace
2019-04-20 22:43:25,325 : Key.backspace
2019-04-20 22:43:26,105 : u'l'
2019-04-20 22:43:26,387 : u'o'
2019-04-20 22:43:26,997 : u'g'
2019-04-20 22:43:27,184 : u'g'
2019-04-20 22:43:27,825 : u'i'
2019-04-20 22:43:29,505 : u'n'
2019-04-20 22:43:29,661 : u'g'
2019-04-20 22:43:33,131 : Key.backspace
2019-04-20 22:43:33,397 : Key.backspace
2019-04-20 22:43:33,724 : Key.backspace
2019-04-20 22:43:34,724 : u'e'
2019-04-20 22:43:34,974 : u'r'
2019-04-20 22:43:35,397 : u'3'
2019-04-20 22:43:36,170 : Key.ctrl_l
2019-04-20 22:43:36,483 : u's'
2019-04-20 22:43:36,749 : u's'
2019-04-20 22:43:36,950 : u's'
2019-04-20 22:43:37,115 : u's'
2019-04-20 22:43:44,082 : Key.right
2019-04-20 22:43:44,582 : Key.right
2019-04-20 22:43:45,029 : Key.right
2019-04-20 22:43:45,059 : Key.right
2019-04-20 22:43:45,075 : Key.right
2019-04-20 22:43:45,107 : Key.right
2019-04-20 22:43:45,138 : Key.right
2019-04-20 22:43:45,154 : Key.right
2019-04-20 22:43:45,184 : Key.right
2019-04-20 22:43:45,216 : Key.right
2019-04-20 22:43:45,232 : Key.right
2019-04-20 22:43:45,621 : Key.backspace
2019-04-20 22:43:46,075 : Key.backspace
2019-04-20 22:43:46,107 : Key.backspace
2019-04-20 22:43:46,138 : Key.backspace
2019-04-20 22:43:46,154 : Key.backspace
2019-04-20 22:43:46,184 : Key.backspace
2019-04-20 22:43:46,200 : Key.backspace
2019-04-20 22:43:46,232 : Key.backspace
2019-04-20 22:43:46,263 : Key.backspace
2019-04-20 22:43:46,279 : Key.backspace
2019-04-20 22:43:46,309 : Key.backspace
2019-04-20 22:43:46,341 : Key.backspace
2019-04-20 22:43:46,357 : Key.backspace
2019-04-20 22:43:46,388 : Key.backspace
2019-04-20 22:43:46,404 : Key.backspace
2019-04-20 22:43:46,434 : Key.backspace
2019-04-20 22:43:46,466 : Key.backspace
2019-04-20 22:43:46,668 : u's'
2019-04-20 22:43:47,187 : u't'
2019-04-20 22:43:47,703 : u'a'
2019-04-20 22:43:47,891 : u'r'
2019-04-20 22:43:48,163 : u't'
2019-04-20 22:43:48,927 : u'.'
2019-04-20 22:43:49,694 : u'p'
2019-04-20 22:43:49,959 : u'y'
2019-04-20 22:43:50,240 : Key.enter
2019-04-20 22:43:50,818 : Key.enter
2019-04-20 22:43:52,987 : Key.enter
2019-04-20 22:44:00,678 : u'c'
2019-04-20 22:44:00,930 : u'm'
2019-04-20 22:44:01,102 : u'd'
2019-04-20 22:44:01,822 : Key.enter
2019-04-20 22:44:05,316 : u's'
2019-04-20 22:44:05,661 : u'l'
2019-04-20 22:44:05,894 : u'a'
2019-04-20 22:44:06,270 : u'v'
2019-04-20 22:44:06,552 : u'e'
2019-04-20 22:44:07,177 : u'.'
2019-04-20 22:44:07,802 : u'p'
2019-04-20 22:44:08,130 : u'y'
2019-04-20 22:44:12,255 : Key.enter
2019-04-20 22:44:33,937 : u's'
2019-04-20 22:44:34,173 : u't'
2019-04-20 22:44:34,641 : u'a'
2019-04-20 22:44:34,861 : u'r'
2019-04-20 22:44:35,095 : u't'
2019-04-20 22:44:35,877 : u'.'
2019-04-20 22:44:36,585 : u'p'
2019-04-20 22:44:36,996 : u'y'
2019-04-20 22:44:37,746 : Key.enter
2019-04-20 22:45:10,137 : Key.enter
2019-04-20 22:45:10,778 : u'i'
2019-04-20 22:45:11,309 : u'm'
2019-04-20 22:45:11,934 : u'p'
2019-04-20 22:45:12,184 : u'o'
2019-04-20 22:45:13,028 : u'r'
2019-04-20 22:45:13,230 : u't'
2019-04-20 22:45:13,904 : Key.space
2019-04-20 22:45:14,464 : u'k'
2019-04-20 22:45:14,779 : u'e'
2019-04-20 22:45:14,999 : u'y'
2019-04-20 22:45:15,483 : u'b'
2019-04-20 22:45:16,038 : u'o'
2019-04-20 22:45:16,224 : u'a'
2019-04-20 22:45:16,694 : u'r'
2019-04-20 22:45:17,006 : u'd'
2019-04-20 22:45:18,023 : Key.ctrl_l
2019-04-20 22:45:18,476 : Key.ctrl_l
2019-04-20 22:45:18,506 : u's'
2019-04-20 22:45:18,710 : u's'
2019-04-20 22:45:18,914 : u's'
2019-04-20 22:45:24,448 : Key.up
2019-04-20 22:45:24,792 : Key.enter
2019-04-20 22:45:46,240 : u'p'
2019-04-20 22:45:46,599 : u'y'
2019-04-20 22:45:47,134 : u't'
2019-04-20 22:45:47,430 : u'h'
2019-04-20 22:45:47,759 : u'o'
2019-04-20 22:45:47,977 : u'n'
2019-04-20 22:45:48,352 : Key.space
2019-04-20 22:45:52,296 : u's'
2019-04-20 22:45:52,671 : u't'
2019-04-20 22:45:52,937 : u'a'
2019-04-20 22:45:53,147 : u'r'
2019-04-20 22:45:53,381 : u't'
2019-04-20 22:45:54,194 : u'.'
2019-04-20 22:45:54,868 : u'p'
2019-04-20 22:45:55,430 : u'y'
2019-04-20 22:45:56,270 : Key.enter
2019-04-20 22:46:12,486 : Key.ctrl_l
2019-04-20 22:46:12,813 : Key.shift
2019-04-20 22:46:13,252 : u't'
2019-04-20 22:46:21,750 : Key.down
2019-04-20 22:46:22,078 : Key.down
2019-04-20 22:46:22,536 : Key.down
2019-04-20 22:46:22,561 : Key.down
2019-04-20 22:46:22,585 : Key.down
2019-04-20 22:46:22,609 : Key.down
2019-04-20 22:46:22,634 : Key.down
2019-04-20 22:46:22,660 : Key.down
2019-04-20 22:46:22,684 : Key.down
2019-04-20 22:46:22,709 : Key.down
2019-04-20 22:46:26,555 : Key.down
2019-04-20 22:46:28,119 : Key.down
2019-04-20 22:46:30,045 : Key.down
2019-04-20 22:46:31,657 : Key.down
2019-04-20 22:46:32,111 : Key.down
2019-04-20 22:46:32,572 : Key.down
2019-04-20 22:46:32,601 : Key.down
2019-04-20 22:46:32,625 : Key.down
2019-04-20 22:46:32,651 : Key.down
2019-04-20 22:46:32,933 : Key.down
2019-04-20 22:46:33,385 : Key.down
2019-04-20 22:46:33,414 : Key.down
2019-04-20 22:46:33,440 : Key.down
2019-04-20 22:46:33,464 : Key.down
2019-04-20 22:46:33,490 : Key.down
2019-04-20 22:46:33,513 : Key.down
2019-04-20 22:46:33,539 : Key.down
2019-04-20 22:46:33,563 : Key.down
2019-04-20 22:46:34,513 : Key.down
2019-04-20 22:46:47,214 : Key.ctrl_l
2019-04-20 22:46:47,684 : Key.ctrl_l
2019-04-20 22:46:47,714 : Key.ctrl_l
2019-04-20 22:46:47,740 : Key.ctrl_l
2019-04-20 22:46:47,757 : Key.ctrl_l
2019-04-20 22:46:47,789 : Key.ctrl_l
2019-04-20 22:46:47,805 : Key.ctrl_l
2019-04-20 22:46:47,835 : Key.ctrl_l
2019-04-20 22:46:47,851 : Key.ctrl_l
2019-04-20 22:46:47,882 : Key.ctrl_l
2019-04-20 22:46:47,914 : Key.ctrl_l
2019-04-20 22:46:47,930 : Key.ctrl_l
2019-04-20 22:46:47,960 : Key.ctrl_l
2019-04-20 22:46:47,976 : Key.ctrl_l
2019-04-20 22:46:48,007 : Key.ctrl_l
2019-04-20 22:46:48,023 : Key.ctrl_l
2019-04-20 22:46:48,055 : Key.ctrl_l
2019-04-20 22:46:48,085 : Key.ctrl_l
2019-04-20 22:46:48,101 : Key.ctrl_l
2019-04-20 22:46:48,132 : Key.ctrl_l
2019-04-20 22:46:48,148 : Key.ctrl_l
2019-04-20 22:46:48,164 : u'c'
2019-04-20 22:46:48,407 : u'c'
2019-04-20 22:46:48,625 : u'c'
2019-04-20 22:46:48,838 : u'c'
2019-04-20 22:46:49,042 : u'c'
2019-04-20 22:47:02,019 : Key.ctrl_l
2019-04-20 22:47:02,176 : u'v'
2019-04-20 22:47:03,664 : u'('
2019-04-20 22:47:03,868 : u')'
2019-04-20 22:47:04,743 : Key.left
2019-04-20 22:47:05,227 : u's'
2019-04-20 22:47:05,775 : u't'
2019-04-20 22:47:06,003 : u'a'
2019-04-20 22:47:06,237 : u'r'
2019-04-20 22:47:06,487 : u't'
2019-04-20 22:47:07,326 : u'.'
2019-04-20 22:47:08,154 : u'p'
2019-04-20 22:47:08,576 : u'y'
2019-04-20 22:47:09,326 : Key.ctrl_l
2019-04-20 22:47:09,796 : Key.ctrl_l
2019-04-20 22:47:09,796 : u's'
2019-04-20 22:47:10,029 : u's'
2019-04-20 22:47:19,602 : Key.ctrl_l
2019-04-20 22:47:20,003 : u's'
2019-04-20 22:47:22,779 : Key.alt_l
2019-04-20 22:47:22,967 : Key.tab
2019-04-20 22:47:23,951 : Key.tab
2019-04-20 22:47:24,265 : Key.tab
2019-04-20 22:47:25,905 : Key.tab
2019-04-20 22:47:29,788 : Key.f5
2019-04-20 22:47:38,493 : Key.f5
2019-04-20 22:47:44,921 : u'l'
2019-04-20 22:47:45,176 : u'o'
2019-04-20 22:47:45,503 : u'g'
2019-04-20 22:47:46,051 : Key.enter
2019-04-20 22:47:48,224 : u'2'
2019-04-20 22:47:48,913 : Key.enter
2019-04-20 22:48:09,739 : Key.f5
2019-04-20 22:48:17,239 : Key.up
2019-04-20 22:48:18,302 : Key.down
2019-04-20 22:48:23,980 : u'v'
2019-04-20 22:48:24,203 : u'i'
2019-04-20 22:48:24,625 : u'e'
2019-04-20 22:48:25,200 : u'w'
2019-04-20 22:48:31,240 : u'-'
2019-04-20 22:48:32,990 : u'c'
2019-04-20 22:48:34,361 : u'w'
2019-04-20 22:48:34,783 : u'd'
2019-04-20 22:48:35,223 : Key.enter
2019-04-20 22:48:38,005 : Key.up
2019-04-20 22:48:38,505 : Key.left
2019-04-20 22:48:39,145 : Key.down
2019-04-20 22:48:39,645 : Key.down
2019-04-20 22:48:40,506 : Key.right
2019-04-20 22:48:40,960 : Key.right
2019-04-20 22:48:40,976 : Key.right
2019-04-20 22:48:41,006 : Key.right
2019-04-20 22:48:41,038 : Key.right
2019-04-20 22:48:41,053 : Key.right
2019-04-20 22:48:41,085 : Key.right
2019-04-20 22:48:41,101 : Key.right
2019-04-20 22:48:41,131 : Key.right
2019-04-20 22:48:41,163 : Key.right
2019-04-20 22:48:41,178 : Key.right
2019-04-20 22:48:41,210 : Key.right
2019-04-20 22:48:41,226 : Key.right
2019-04-20 22:48:41,256 : Key.right
2019-04-20 22:48:43,131 : u'v'
2019-04-20 22:48:43,397 : u'i'
2019-04-20 22:48:43,694 : u'e'
2019-04-20 22:48:44,236 : u'w'
2019-04-20 22:48:45,201 : u'_'
2019-04-20 22:48:46,755 : u'c'
2019-04-20 22:48:47,255 : u'w'
2019-04-20 22:48:48,177 : u'd'
2019-04-20 22:48:48,723 : Key.enter
2019-04-20 22:48:57,198 : Key.f5
2019-04-20 22:49:01,384 : Key.f5
2019-04-20 22:49:06,723 : u'v'
2019-04-20 22:49:07,068 : u'i'
2019-04-20 22:49:07,381 : u'e'
2019-04-20 22:49:07,881 : u'w'
2019-04-20 22:49:08,474 : u'_'
2019-04-20 22:49:09,897 : u'c'
2019-04-20 22:49:10,474 : u'w'
2019-04-20 22:49:10,960 : u'd'
2019-04-20 22:49:12,848 : Key.enter
2019-04-20 22:49:30,473 : Key.down
2019-04-20 22:49:30,822 : Key.down
2019-04-20 22:49:31,279 : Key.down
2019-04-20 22:49:31,305 : Key.down
2019-04-20 22:49:31,329 : Key.down
2019-04-20 22:49:31,355 : Key.down
2019-04-20 22:49:31,380 : Key.down
2019-04-20 22:49:31,404 : Key.down
2019-04-20 22:49:31,430 : Key.down
2019-04-20 22:49:31,454 : Key.down
2019-04-20 22:49:31,482 : Key.down
2019-04-20 22:49:33,144 : Key.down
2019-04-20 22:49:34,015 : Key.down
2019-04-20 22:49:34,469 : Key.down
2019-04-20 22:49:34,497 : Key.down
2019-04-20 22:49:34,522 : Key.down
2019-04-20 22:49:34,548 : Key.down
2019-04-20 22:49:34,572 : Key.down
2019-04-20 22:49:34,596 : Key.down
2019-04-20 22:49:34,621 : Key.down
2019-04-20 22:49:34,647 : Key.down
2019-04-20 22:49:34,671 : Key.down
2019-04-20 22:49:34,697 : Key.down
2019-04-20 22:49:34,721 : Key.down
2019-04-20 22:49:34,746 : Key.down
2019-04-20 22:49:34,990 : Key.down
2019-04-20 22:49:35,335 : Key.down
2019-04-20 22:49:35,627 : Key.down
2019-04-20 22:49:35,921 : Key.down
2019-04-20 22:49:36,375 : Key.down
2019-04-20 22:49:36,401 : Key.down
2019-04-20 22:49:36,427 : Key.down
2019-04-20 22:49:36,453 : Key.down
2019-04-20 22:49:36,477 : Key.down
2019-04-20 22:49:36,503 : Key.down
2019-04-20 22:49:36,528 : Key.down
2019-04-20 22:49:36,552 : Key.down
2019-04-20 22:49:36,576 : Key.down
2019-04-20 22:49:36,601 : Key.down
2019-04-20 22:49:36,627 : Key.down
2019-04-20 22:49:36,806 : Key.down
2019-04-20 22:49:37,257 : Key.down
2019-04-20 22:49:37,283 : Key.down
2019-04-20 22:49:37,308 : Key.down
2019-04-20 22:49:37,334 : Key.down
2019-04-20 22:49:37,358 : Key.down
2019-04-20 22:49:37,382 : Key.down
2019-04-20 22:49:37,407 : Key.down
2019-04-20 22:49:37,431 : Key.down
2019-04-20 22:49:37,463 : Key.down
2019-04-20 22:49:37,484 : Key.down
2019-04-20 22:49:37,509 : Key.down
2019-04-20 22:49:37,535 : Key.down
2019-04-20 22:49:37,559 : Key.down
2019-04-20 22:49:37,585 : Key.down
2019-04-20 22:49:37,611 : Key.down
2019-04-20 22:49:37,801 : Key.down
2019-04-20 22:49:38,263 : Key.down
2019-04-20 22:49:38,289 : Key.down
2019-04-20 22:49:38,313 : Key.down
2019-04-20 22:49:38,338 : Key.down
2019-04-20 22:49:38,365 : Key.down
2019-04-20 22:49:38,388 : Key.down
2019-04-20 22:49:38,417 : Key.down
2019-04-20 22:49:38,609 : Key.down
2019-04-20 22:49:39,161 : Key.up
2019-04-20 22:49:39,417 : Key.up
2019-04-20 22:49:39,694 : Key.up
2019-04-20 22:49:40,019 : Key.up
2019-04-20 22:49:40,279 : Key.up
2019-04-20 22:49:40,576 : Key.up
2019-04-20 22:49:40,851 : Key.up
2019-04-20 22:49:41,144 : Key.down
2019-04-20 22:49:41,756 : Key.up
2019-04-20 22:49:42,213 : Key.up
2019-04-20 22:49:42,242 : Key.up
2019-04-20 22:49:42,263 : Key.up
2019-04-20 22:49:42,499 : Key.down
2019-04-20 22:49:43,137 : Key.down
2019-04-20 22:49:43,875 : Key.down
2019-04-20 22:49:44,516 : Key.up
2019-04-20 22:49:46,773 : Key.down
2019-04-20 22:49:47,851 : Key.up
2019-04-20 22:49:48,150 : Key.up
2019-04-20 22:49:52,653 : Key.ctrl_l
2019-04-20 22:49:52,845 : u'c'
2019-04-20 22:49:53,052 : u'c'
2019-04-20 22:49:53,473 : u'c'
2019-04-20 22:49:53,661 : u'c'
2019-04-20 22:49:54,016 : u'c'
2019-04-20 22:49:54,266 : u'c'
2019-04-20 22:50:09,811 : Key.ctrl_l
2019-04-20 22:50:10,273 : Key.ctrl_l
2019-04-20 22:50:10,289 : Key.ctrl_l
2019-04-20 22:50:10,321 : Key.ctrl_l
2019-04-20 22:50:10,335 : Key.ctrl_l
2019-04-20 22:50:10,367 : Key.ctrl_l
2019-04-20 22:50:10,382 : Key.ctrl_l
2019-04-20 22:50:10,414 : Key.ctrl_l
2019-04-20 22:50:10,446 : Key.ctrl_l
2019-04-20 22:50:10,460 : Key.ctrl_l
2019-04-20 22:50:10,492 : Key.ctrl_l
2019-04-20 22:50:10,523 : Key.ctrl_l
2019-04-20 22:50:10,539 : Key.ctrl_l
2019-04-20 22:50:10,571 : Key.ctrl_l
2019-04-20 22:50:10,601 : Key.ctrl_l
2019-04-20 22:50:10,617 : Key.ctrl_l
2019-04-20 22:50:10,648 : Key.ctrl_l
2019-04-20 22:50:10,664 : Key.ctrl_l
2019-04-20 22:50:10,696 : Key.ctrl_l
2019-04-20 22:50:10,726 : Key.ctrl_l
2019-04-20 22:50:10,743 : Key.ctrl_l
2019-04-20 22:50:10,773 : Key.ctrl_l
2019-04-20 22:50:10,789 : Key.ctrl_l
2019-04-20 22:50:10,821 : Key.ctrl_l
2019-04-20 22:50:10,851 : Key.ctrl_l
2019-04-20 22:50:10,868 : Key.ctrl_l
2019-04-20 22:50:10,898 : Key.ctrl_l
2019-04-20 22:50:10,914 : Key.ctrl_l
2019-04-20 22:50:10,946 : Key.ctrl_l
2019-04-20 22:50:10,960 : Key.ctrl_l
2019-04-20 22:50:10,992 : Key.ctrl_l
2019-04-20 22:50:11,023 : Key.ctrl_l
2019-04-20 22:50:11,055 : u'v'
2019-04-20 22:50:16,249 : u's'
2019-04-20 22:50:16,749 : u't'
2019-04-20 22:50:17,285 : u'a'
2019-04-20 22:50:17,707 : u'r'
2019-04-20 22:50:17,987 : u't'
2019-04-20 22:50:18,946 : Key.ctrl_l
2019-04-20 22:50:19,305 : u's'
2019-04-20 22:50:19,523 : u's'
2019-04-20 22:50:19,726 : u's'
2019-04-20 22:50:21,621 : Key.alt_l
2019-04-20 22:50:22,082 : Key.alt_l
2019-04-20 22:50:22,112 : Key.alt_l
2019-04-20 22:50:22,128 : Key.alt_l
2019-04-20 22:50:22,160 : Key.alt_l
2019-04-20 22:50:22,176 : Key.tab
2019-04-20 22:50:23,390 : Key.tab
2019-04-20 22:50:24,497 : Key.tab
2019-04-20 22:50:25,747 : Key.tab
2019-04-20 22:50:28,987 : Key.f5
2019-04-20 22:50:33,849 : Key.f5
2019-04-20 22:50:37,052 : u'l'
2019-04-20 22:50:37,381 : u'o'
2019-04-20 22:50:37,693 : u'g'
2019-04-20 22:50:38,645 : Key.enter
2019-04-20 22:50:40,822 : u'1'
2019-04-20 22:50:41,671 : Key.enter
2019-04-20 22:51:19,130 : Key.backspace
2019-04-20 22:55:53,614 : Key.backspace
2019-04-20 22:55:55,066 : Key.left
2019-04-20 22:55:56,161 : Key.down
2019-04-20 22:55:58,131 : Key.right
2019-04-20 22:55:58,913 : Key.backspace
2019-04-20 22:56:00,605 : Key.down
2019-04-20 22:56:01,637 : Key.right
2019-04-20 22:56:02,016 : Key.right
2019-04-20 22:56:02,233 : Key.right
2019-04-20 22:56:02,437 : Key.right
2019-04-20 22:56:02,719 : Key.right
2019-04-20 22:56:03,003 : Key.right
2019-04-20 22:56:04,349 : Key.backspace
2019-04-20 22:56:05,380 : Key.backspace
2019-04-20 22:56:07,055 : Key.tab
2019-04-20 22:56:08,092 : Key.down
2019-04-20 22:56:08,904 : Key.up
2019-04-20 22:56:10,977 : Key.right
2019-04-20 22:56:11,430 : Key.right
2019-04-20 22:56:12,349 : Key.backspace
2019-04-20 22:56:13,614 : Key.down
2019-04-20 22:56:14,066 : Key.right
2019-04-20 22:56:14,519 : Key.right
2019-04-20 22:56:14,693 : Key.right
2019-04-20 22:56:14,943 : Key.right
2019-04-20 22:56:16,099 : Key.backspace
2019-04-20 22:56:17,092 : Key.down
2019-04-20 22:56:17,483 : Key.right
2019-04-20 22:56:17,944 : Key.right
2019-04-20 22:56:18,367 : Key.right
2019-04-20 22:56:18,619 : Key.right
2019-04-20 22:56:19,677 : Key.backspace
2019-04-20 22:56:20,865 : Key.down
2019-04-20 22:56:21,279 : Key.right
2019-04-20 22:56:21,763 : Key.right
2019-04-20 22:56:21,964 : Key.right
2019-04-20 22:56:22,214 : Key.right
2019-04-20 22:56:23,387 : Key.backspace
2019-04-20 22:56:24,812 : Key.down
2019-04-20 22:56:25,549 : Key.backspace
2019-04-20 22:56:26,273 : Key.down
2019-04-20 22:56:27,026 : Key.right
2019-04-20 22:56:27,480 : Key.right
2019-04-20 22:56:27,496 : Key.right
2019-04-20 22:56:27,526 : Key.right
2019-04-20 22:56:27,542 : Key.right
2019-04-20 22:56:27,573 : Key.right
2019-04-20 22:56:27,973 : Key.right
2019-04-20 22:56:28,253 : Key.right
2019-04-20 22:56:28,503 : Key.right
2019-04-20 22:56:29,364 : Key.backspace
2019-04-20 22:56:43,098 : Key.down
2019-04-20 22:56:44,395 : Key.backspace
2019-04-20 22:56:45,145 : Key.down
2019-04-20 22:56:47,196 : Key.right
2019-04-20 22:56:47,821 : Key.right
2019-04-20 22:56:48,099 : Key.right
2019-04-20 22:56:48,319 : Key.right
2019-04-20 22:56:48,653 : Key.right
2019-04-20 22:56:48,923 : Key.right
2019-04-20 22:56:50,253 : Key.down
2019-04-20 22:56:50,895 : Key.right
2019-04-20 22:56:51,411 : Key.right
2019-04-20 22:56:52,645 : Key.backspace
2019-04-20 22:57:07,540 : Key.backspace
2019-04-20 22:57:08,573 : Key.down
2019-04-20 22:57:09,301 : Key.backspace
2019-04-20 22:57:10,394 : Key.down
2019-04-20 22:57:11,556 : Key.right
2019-04-20 22:57:12,019 : Key.right
2019-04-20 22:57:12,049 : Key.right
2019-04-20 22:57:12,069 : Key.right
2019-04-20 22:57:12,084 : Key.right
2019-04-20 22:57:12,115 : Key.right
2019-04-20 22:57:12,131 : Key.right
2019-04-20 22:57:12,161 : Key.right
2019-04-20 22:57:12,403 : Key.right
2019-04-20 22:57:13,512 : Key.backspace
2019-04-20 22:57:14,221 : Key.down
2019-04-20 22:57:14,516 : Key.down
2019-04-20 22:57:15,739 : Key.backspace
2019-04-20 22:57:16,489 : Key.down
2019-04-20 22:57:17,272 : Key.down
2019-04-20 22:57:17,881 : Key.right
2019-04-20 22:57:18,335 : Key.right
2019-04-20 22:57:18,351 : Key.right
2019-04-20 22:57:18,381 : Key.right
2019-04-20 22:57:18,413 : Key.right
2019-04-20 22:57:18,428 : Key.right
2019-04-20 22:57:18,460 : Key.right
2019-04-20 22:57:19,085 : Key.right
2019-04-20 22:57:19,617 : Key.right
2019-04-20 22:57:20,256 : Key.backspace
2019-04-20 22:57:21,257 : Key.down
2019-04-20 22:57:21,694 : Key.right
2019-04-20 22:57:21,941 : Key.right
2019-04-20 22:57:22,134 : Key.right
2019-04-20 22:57:22,477 : Key.right
2019-04-20 22:57:23,240 : Key.backspace
2019-04-20 22:57:23,865 : Key.down
2019-04-20 22:57:24,286 : Key.right
2019-04-20 22:57:24,492 : Key.right
2019-04-20 22:57:24,710 : Key.right
2019-04-20 22:57:24,943 : Key.right
2019-04-20 22:57:25,619 : Key.backspace
2019-04-20 22:57:26,750 : Key.down
2019-04-20 22:57:27,441 : Key.down
2019-04-20 22:57:28,193 : Key.right
2019-04-20 22:57:28,723 : Key.right
2019-04-20 22:57:28,990 : Key.right
2019-04-20 22:57:29,568 : Key.right
2019-04-20 22:57:31,019 : Key.up
2019-04-20 22:57:32,020 : Key.backspace
2019-04-20 22:57:33,177 : Key.down
2019-04-20 22:57:33,661 : Key.right
2019-04-20 22:57:33,911 : Key.right
2019-04-20 22:57:34,104 : Key.right
2019-04-20 22:57:34,431 : Key.right
2019-04-20 22:57:35,453 : Key.backspace
2019-04-20 22:57:36,250 : Key.down
2019-04-20 22:57:36,625 : Key.down
2019-04-20 22:57:37,566 : Key.up
2019-04-20 22:57:38,239 : Key.right
2019-04-20 22:57:38,505 : Key.right
2019-04-20 22:57:38,769 : Key.right
2019-04-20 22:57:39,443 : Key.right
2019-04-20 22:57:40,352 : Key.backspace
2019-04-20 22:57:41,246 : Key.down
2019-04-20 22:57:41,903 : Key.down
2019-04-20 22:57:42,536 : Key.right
2019-04-20 22:57:42,816 : Key.right
2019-04-20 22:57:43,085 : Key.right
2019-04-20 22:57:43,476 : Key.right
2019-04-20 22:57:45,302 : Key.backspace
2019-04-20 22:57:46,332 : Key.down
2019-04-20 22:57:47,098 : Key.down
2019-04-20 22:57:48,334 : Key.backspace
2019-04-20 22:57:49,084 : Key.down
2019-04-20 22:57:49,615 : Key.right
2019-04-20 22:57:50,069 : Key.right
2019-04-20 22:57:50,085 : Key.right
2019-04-20 22:57:50,117 : Key.right
2019-04-20 22:57:50,132 : Key.right
2019-04-20 22:57:50,164 : Key.right
2019-04-20 22:57:50,194 : Key.right
2019-04-20 22:57:50,210 : Key.right
2019-04-20 22:57:50,898 : Key.right
2019-04-20 22:57:51,568 : Key.backspace
2019-04-20 22:57:52,378 : Key.down
2019-04-20 22:57:52,736 : Key.right
2019-04-20 22:57:53,023 : Key.right
2019-04-20 22:57:53,226 : Key.right
2019-04-20 22:57:53,430 : Key.right
2019-04-20 22:57:54,073 : Key.backspace
2019-04-20 22:57:54,746 : Key.down
2019-04-20 22:57:55,092 : Key.right
2019-04-20 22:57:55,328 : Key.right
2019-04-20 22:57:55,530 : Key.right
2019-04-20 22:57:55,671 : Key.right
2019-04-20 22:57:56,503 : Key.backspace
2019-04-20 22:57:57,457 : Key.down
2019-04-20 22:57:58,177 : Key.right
2019-04-20 22:57:58,427 : Key.right
2019-04-20 22:57:58,645 : Key.right
2019-04-20 22:57:59,084 : Key.right
2019-04-20 22:57:59,709 : Key.backspace
2019-04-20 22:58:00,448 : Key.down
2019-04-20 22:58:01,233 : Key.right
2019-04-20 22:58:01,483 : Key.right
2019-04-20 22:58:01,671 : Key.right
2019-04-20 22:58:02,128 : Key.right
2019-04-20 22:58:03,190 : Key.backspace
2019-04-20 22:59:28,744 : Key.ctrl_l
2019-04-20 22:59:29,088 : u's'
2019-04-20 22:59:45,753 : Key.up
2019-04-20 22:59:47,540 : u'd'
2019-04-20 22:59:47,931 : u'e'
2019-04-20 22:59:48,523 : u'f'
2019-04-20 22:59:50,371 : Key.space
2019-04-20 22:59:52,369 : u's'
2019-04-20 22:59:53,401 : u'('
2019-04-20 22:59:53,681 : u')'
